OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
8057,LOCAL,OSHAWA,OSHAWA,WYCHWOOD ST,BRENTWOOD AVE,HUMEWOOD AVE,L/R,L,,290.834708720459
8058,LOCAL,OSHAWA,OSHAWA,BOND ST E,RIVERSIDE DR N,KING ST E,ART,B,,139.47595615153
8059,LOCAL,OSHAWA,OSHAWA,TRAIL VALLEY DR,LOGANBERRY ST,PONDVIEW CT,L/R,L,,100.467720979832
8060,LOCAL,OSHAWA,OSHAWA,GIBBONS ST,BUENA VISTA AVE,CREIGHTON AVE,C/R,COL,,115.699584557714
8061,LOCAL,OSHAWA,OSHAWA,BOND ST E,KENNETH AVE,RAY ST,ART,B,,31.1567645801635
8062,LOCAL,OSHAWA,OSHAWA,ATTERSLEY DR,DEAUVILLE CT,COBBLEHILL DR,C/R,COL,,108.697761101012
8063,LOCAL,OSHAWA,OSHAWA,GIBBONS ST,MADISON AVE,ADELAIDE AVE W,C/R,COL,,97.8825653830652
8064,LOCAL,OSHAWA,OSHAWA,SOMERVILLE ST,BYNG AVE,TECUMSEH AVE,C/R,COL,,94.6648596398962
8065,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,KING ST E,BEAUFORT AVE,L/R,L,,211.880318776082
8066,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD N,RAGLAN RD E,180 m N OF RAGLAN RD E,400,L,,172.832245990984
8067,LOCAL,OSHAWA,OSHAWA,BROOKSIDE DR,SOUTH LIMIT,ROSSLAND RD W,L/R,L,,209.288465408795
8068,LOCAL,OSHAWA,OSHAWA,NORTHERN DANCER DR,SECRETARIAT AVE/PILGRIM GATE,BRIDLE RD (ROUNDABOUT),C/R,COL,,179.096404788299
8069,LOCAL,OSHAWA,OSHAWA,BRIDLE RD,BRIDLE RD (ROUNDABOUT),BRITANNIA AVE (ROUNDABOUT),ART,C,,255.899019736908
8070,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,MASSON ST,MARY ST N,C/R,COL,,111.788026432532
8071,LOCAL,OSHAWA,OSHAWA,GLENECHO ST,GLENDALE AVE,GLENMAR AVE,L/R,L,,146.115872690577
8072,LOCAL,OSHAWA,OSHAWA,GLENMAR AVE,GLENECHO ST,GIBBONS ST,L/R,L,,81.1400280913391
8073,LOCAL,OSHAWA,OSHAWA,WALREG DR,SAMAC TRAIL,CONLIN RD E,L/R,L,,58.7307615197021
8074,LOCAL,OSHAWA,OSHAWA,HERBERT AVE,CARSWELL AVE,TAYLORWOOD RD,L/R,L,,87.7914549030936
8075,LOCAL,OSHAWA,OSHAWA,BOND ST E,RAY ST,RITSON RD N,ART,B,,157.648895501293
8076,LOCAL,OSHAWA,OSHAWA,BRENTWOOD AVE,HUMEWOOD AVE,ROSSLAND RD E,L/R,L,,82.3395630552898
8077,LOCAL,OSHAWA,OSHAWA,SOMERVILLE ST,WAYNE AVE,RUSSETT AVE,C/R,COL,,91.9312624900312
8078,LOCAL,OSHAWA,OSHAWA,COLBORNE ST W,PARK RD N,WARREN AVE,L/R,L,,82.8037110886021
8079,LOCAL,OSHAWA,OSHAWA,COYSTON DR,COYSTON CT/STEERFORTH ST,COPPERFIELD DR,L/R,L,,380.093788080373
8080,LOCAL,OSHAWA,OSHAWA,DOGWOOD AVE,BEECHWOOD ST,PINEWOOD ST,L/R,L,,75.5262391614303
8081,LOCAL,OSHAWA,OSHAWA,DREW ST,STACEY AVE,EULALIE AVE,L/R,L,,169.152834194591
8082,LOCAL,OSHAWA,OSHAWA,GIBBONS ST,LLEWELLYN AVE,MADISON AVE,C/R,COL,,126.397602709977
8083,LOCAL,OSHAWA,OSHAWA,WINONA AVE,GLENWOOD CT,BESSBOROUGH DR,L/R,L,,84.5228434032388
8084,LOCAL,OSHAWA,OSHAWA,RITSON RD N,RAGLAN RD E,980m N OF RAGLAN RD E,200,L,,970.106094966635
8085,LOCAL,OSHAWA,OSHAWA,WINONA AVE,GLENWOOD CRES,GLENWOOD CT,L/R,L,,120.02598121685
8086,LOCAL,OSHAWA,OSHAWA,KING ST W,WESTMOUNT ST,GRENFELL ST,ART,B,,96.6134410317713
8087,LOCAL,OSHAWA,OSHAWA,LLOYD ST,MONCK ST,CENTRE ST S,L/R,L,,94.9959088304822
8088,REGIONAL,DURHAM,OSHAWA,HARMONY RD N,CONLIN RD E,WINCHESTER RD E,ART,A,,2266.7433208384
8089,LOCAL,OSHAWA,OSHAWA,KING ST W,GRENFELL ST,PARK RD,ART,B,,274.42633148517
8090,LOCAL,OSHAWA,OSHAWA,KING ST E,VICTORIA ST,MARY ST N,ART,B,,92.7126436026728
8091,LOCAL,OSHAWA,OSHAWA,KING ST E,ONTARIO ST,VICTORIA ST,ART,B,,56.7041502732635
8092,LOCAL,OSHAWA,OSHAWA,KING ST W,103 m E OF WAVERLY (@ BULLNOSE),CABOT ST,ART,B,,41.3939034827263
8093,LOCAL,OSHAWA,OSHAWA,KING ST W,CABOT ST,BOND ST W,ART,B,,40.9936605746852
8094,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD N,MADDOCK DR,BEATRICE ST E,ART,B,,481.059941191762
8095,LOCAL,OSHAWA,OSHAWA,KING ST W,BOND ST W,STEVENSON RD,ART,B,,208.760004148476
8096,REGIONAL,DURHAM,OSHAWA,HARMONY RD S,TENNYSON AVE,OLIVE AVE,ART,A,,521.732538108718
8097,LOCAL,OSHAWA,OSHAWA,KING ST E,FAREWELL ST,KING ST E (TURNAROUND),ART,B,,105.260557312956
8098,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,CRANBERRY ST,BLUE HERON DR,ART,C,,139.332003499026
8099,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,BLACKTHORN ST,KILLDEER ST,ART,C,,162.738957338058
8100,REGIONAL,DURHAM,OSHAWA,ROSSLAND RD E,MASSON ST,MARY ST N,ART,B,,111.557797882919
8101,REGIONAL,DURHAM,OSHAWA,ROSSLAND RD E,SIMCOE ST N,MASSON ST,ART,B,,97.7946597163729
8102,LOCAL,OSHAWA,OSHAWA,WALREG DR,SAMAC CT/SAMAC TRAIL,SAMAC TRAIL,L/R,L,,283.120373002909
8103,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD S,OLIVE AVE,MERIVALE CT,ART,B,,455.949457239898
8104,LOCAL,OSHAWA,OSHAWA,WELLAND AVE,GIBBONS ST,NIPIGON ST,L/R,L,,163.011122821415
8105,LOCAL,OSHAWA,OSHAWA,FERNHILL BLVD,CUNNINGHAM AVE,BADER AVE,L/R,L,,295.557500099226
8106,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,FIRST AVE,ELENA AVE,ART,B,,84.1448638063367
8107,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,ELENA AVE,MILL ST,ART,B,,75.3510071261132
8108,LOCAL,OSHAWA,OSHAWA,BADER AVE,FERNHILL BLVD,ROSMERE ST,L/R,L,,90.0874974615713
8109,LOCAL,OSHAWA,OSHAWA,BADER AVE,FINUCANE ST,FERNHILL BLVD,L/R,L,,107.226304319239
8110,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,APPLEBY AVE,COLDSTREAM DR,ART,C,,97.8172263452799
8111,LOCAL,OSHAWA,OSHAWA,MALAN AVE,STEVENSON RD N,FINUCANE ST,L/R,L,,111.574474418143
8112,LOCAL,OSHAWA,OSHAWA,SOLAR PL,SOLAR PL,SOLAR PL/SOLAR GATE,L/R,L,,330.291422777922
8113,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,VEGA ST,TOWNLINE RD N,ART,C,,154.949016711429
8114,LOCAL,OSHAWA,OSHAWA,SECRETO DR,DOBBINTON ST,GULFSTREAM AVE,L/R,L,,601.952822028342
8115,REGIONAL,DURHAM,OSHAWA,HARMONY RD S,TAYLOR AVE,HOSKIN AVE,ART,A,,290.042324012692
8116,REGIONAL,DURHAM,OSHAWA,HARMONY RD S,FLORELL DR,TAYLOR AVE,ART,A,,150.87508553812
8117,LOCAL,OSHAWA,OSHAWA,FAIRGLEN AVE,STEVENSON RD N,FERNDALE ST,L/R,L,,84.6558495906438
8118,LOCAL,OSHAWA,OSHAWA,GREENHILL AVE,QUAIL RUN DR,CHILLIWACK ST,C/R,COL,,83.5937744815315
8119,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST N,BEAUFORT AVE/BEAUFORT CT,REGENT DR,C/R,COL,,163.369599281524
8120,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,KILLDEER ST,CRANBERRY ST,ART,C,,119.139847375354
8121,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST N,NEWBURY AVE,BEAUFORT AVE/BEAUFORT CT,C/R,COL,,91.5329156259528
8122,LOCAL,OSHAWA,OSHAWA,BEAUFORT AVE,KEEWATIN ST N,NEWBURY AVE,L/R,L,,137.227829792127
8123,LOCAL,OSHAWA,OSHAWA,MCCUE DR,LIVESEY CT,CORDICK ST,C/R,COL,,140.004531533896
8124,LOCAL,OSHAWA,OSHAWA,CORDICK ST,MCCUE DR,LIVESEY DR,L/R,L,,85.6648313041673
8125,LOCAL,OSHAWA,OSHAWA,SECRETO CT,SOUTH LIMIT,DOBBINTON ST,L/R,L,,235.019426271268
8126,LOCAL,OSHAWA,OSHAWA,MITCHELL AVE,DREW ST,RITSON RD S,L/R,L,,221.802818373829
8127,LOCAL,OSHAWA,OSHAWA,BERMUDA AVE,TOBAGO CT,TRINIDAD CT,L/R,L,,94.1177579053647
8128,LOCAL,OSHAWA,OSHAWA,RIDGEWAY AVE,NIPIGON ST,TRENT CT,L/R,L,,109.555197367501
8129,LOCAL,OSHAWA,OSHAWA,MADDOCK CT,SOUTH LIMIT,BAYNES AVE/MADDOCK DR,L/R,L,,272.6984426123
8130,LOCAL,OSHAWA,OSHAWA,STEVENSON RD N,RAGLAN RD W,616m N OF RAGLAN RD W,100,L,,633.487482738574
8131,LOCAL,OSHAWA,OSHAWA,KING ST E,RITSON RD N,ROWE ST,ART,B,,107.126153493715
8132,LOCAL,OSHAWA,OSHAWA,MYERS ST,SHARON AVE,CONANT ST,L/R,L,,104.945776834552
8133,LOCAL,OSHAWA,OSHAWA,MYERS ST,WOLFE ST,SHARON AVE,L/R,L,,105.784871972912
8134,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,OLIVE AVE,WILLOWDALE AVE,L/R,L,,511.009494395432
8135,LOCAL,OSHAWA,OSHAWA,SAGEBRUSH ST,ADELAIDE AVE W,HOMESTEAD DR,L/R,L,,71.1206995780546
8136,LOCAL,OSHAWA,OSHAWA,MASSON ST,ROSSLAND RD E,LARACOR LANE,L/R,L,,177.520936241381
8137,LOCAL,OSHAWA,OSHAWA,BRASSWINDS TRAIL,SONGBIRD DR,SONGBIRD DR,L/R,L,,463.030022129825
8138,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,ORTONO AVE,WILSON RD S,ART,A,,200.373822059686
8139,LOCAL,OSHAWA,OSHAWA,KING ST E,LASALLE CT/LASALLE AVE,CADILLAC AVE N,ART,B,,96.1606443046538
8140,LOCAL,OSHAWA,OSHAWA,TECUMSEH AVE,SOMERVILLE ST,HORTOP ST,L/R,L,,242.83680496859
8141,LOCAL,OSHAWA,OSHAWA,TECUMSEH AVE,HORTOP ST,SIMCOE ST N,L/R,L,,166.806987295808
8142,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,DEARBORN AVE,KENDAL AVE,ART,C,,73.3602546460921
8143,LOCAL,OSHAWA,OSHAWA,DEER VALLEY DR,BEAVER VALLEY CRES,CATSKILL DR,L/R,L,,90.9222101097251
8144,LOCAL,OSHAWA,OSHAWA,ARBORWOOD DR,COLDSTREAM DR,BADGLEY DR,L/R,L,,94.3624824302977
8145,REGIONAL,DURHAM,OSHAWA,HARMONY RD N,ROSSLAND RD E,CORBETTS RD,ART,A,,331.995381840986
8146,REGIONAL,DURHAM,OSHAWA,HARMONY RD N,COLDSTREAM DR,CONLIN RD E,ART,A,,1436.6708504354
8147,LOCAL,OSHAWA,OSHAWA,KING ST E,RIVERSIDE DR S,BOND ST E,ART,B,,114.54421480233
8148,LOCAL,OSHAWA,OSHAWA,KEITH ROSS DR,TAUNTON RD W,AIRPORT BLVD,LCI,L,,451.778415721323
8149,LOCAL,OSHAWA,OSHAWA,PILGRIM SQUARE,PILGRIM GATE,ECLIPSE PLACE,L/R,L,,152.737664816755
8150,LOCAL,OSHAWA,OSHAWA,PILGRIM LANE,WINLORD PLACE,PILGRIM SQUARE,L/R,L,,76.6606586228436
8151,LOCAL,OSHAWA,OSHAWA,BRIDLE RD,WOODBINE AVE/SOLAR GATE,BRIDLE RD (ROUNDABOUT),ART,C,,239.547595876481
8152,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,OAKHILL AVE/WINDRUSH DR,APPLEBY AVE,ART,C,,129.80805325825
8153,LOCAL,OSHAWA,OSHAWA,ORCHARD VIEW BLVD,MOHAWK ST,NORTHRIDGE ST,L/R,L,,38.0005883138194
8154,LOCAL,OSHAWA,OSHAWA,CARNEGIE AVE,ROSSLAND RD W,JONES AVE,L/R,L,,150.779570989018
8155,LOCAL,OSHAWA,OSHAWA,ELIZABETH ST,ADELAIDE AVE W,RIDGEWAY AVE,L/R,L,,300.269495588799
8156,REGIONAL,DURHAM,OSHAWA,HARMONY RD N,PARKLANE AVE,EASTBOURNE AVE,ART,A,,146.373093522878
8157,REGIONAL,DURHAM,OSHAWA,HARMONY RD N,EASTGLEN DR,REGENT DR,ART,A,,77.0591293331375
8158,LOCAL,OSHAWA,OSHAWA,ASHGROVE CRES,MAGNOLIA AVE,LIVEOAK ST,L/R,L,,356.894020623851
8159,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE W,FERNHILL BLVD,GIBBONS ST,ART,C,,203.490456289153
8160,LOCAL,OSHAWA,OSHAWA,KETTERING DR,48 m W OF AUTUMNWOOD TRAIL,AUTUMNWOOD TRAIL,C/R,COL,,47.2750657744153
8161,LOCAL,OSHAWA,OSHAWA,FLEETWOOD DR,BENEFORD RD,115m N OF BENEFORD RD,C/R,COL,,113.085109920849
8162,LOCAL,OSHAWA,OSHAWA,ROSEDALE AVE,LESLIE ST,JARVIS ST,L/R,L,,80.5590002639171
8163,LOCAL,OSHAWA,OSHAWA,MELROSE ST,QUEENSDALE AVE,KING ST E,L/R,L,,117.60130357272
8164,LOCAL,OSHAWA,OSHAWA,WILLOWDALE AVE,ORIOLE ST,KEEWATIN ST S,L/R,L,,119.8105396318
8165,LOCAL,OSHAWA,OSHAWA,ROSEDALE AVE,MARY ST N,KINGSDALE AVE,L/R,L,,82.5014463184861
8166,LOCAL,OSHAWA,OSHAWA,MELROSE ST,WILLOWDALE AVE,APPLEGROVE AVE,L/R,L,,184.277542348172
8167,LOCAL,OSHAWA,OSHAWA,ORMOND DR,WHITESTONE DR,BLYTHWOOD SQUARE,C/R,COL,,120.878215221604
8168,LOCAL,OSHAWA,OSHAWA,WILLOWDALE AVE,MELROSE ST,ORIOLE ST,L/R,L,,93.816577675553
8169,LOCAL,OSHAWA,OSHAWA,BEVERLY ST,ROXBOROUGH AVE,PATRICIA AVE,L/R,L,,95.7714275846186
8170,LOCAL,OSHAWA,OSHAWA,RONLEA AVE,CAROLYN AVE,KEEWATIN ST S,L/R,L,,217.612976384138
8171,LOCAL,OSHAWA,OSHAWA,VANCOUVER ST,BARKLEY CRES,HARLOW AVE/VANCOUVER CT,L/R,L,,261.696255588769
8172,LOCAL,OSHAWA,OSHAWA,ROSEDALE AVE,KINGSDALE AVE,LESLIE ST,L/R,L,,75.6645955925991
8173,LOCAL,OSHAWA,OSHAWA,ASHGROVE CRES,LIVEOAK ST,TALL PINE AVE,L/R,L,,86.5933594693506
8174,LOCAL,OSHAWA,OSHAWA,TALL PINE AVE,ASHGROVE CRES,ASHGROVE CRES (ROUNDABOUT),L/R,L,,63.8814632425943
8175,LOCAL,OSHAWA,OSHAWA,SAGUENAY AVE,92 m W OF RIDEAU ST,RIDEAU ST,L/R,L,,92.1610003750205
8176,LOCAL,OSHAWA,OSHAWA,JASMINE CRES,LILAC CT,OSHAWA BLVD N,L/R,L,,235.062739343961
8177,LOCAL,OSHAWA,OSHAWA,BOND ST E,ONTARIO ST,VICTORIA ST,ART,B,,64.927939944638
8178,LOCAL,OSHAWA,OSHAWA,BOND ST E,SIMCOE ST N,ONTARIO ST,ART,B,,107.273236550014
8179,LOCAL,OSHAWA,OSHAWA,KING ST E,HIGHLAND AVE,WILSON RD N,ART,B,,87.3333712089174
8180,LOCAL,OSHAWA,OSHAWA,PILGRIM SQUARE,PILGRIM LANE,ECLIPSE PLACE,L/R,L,,108.78950237996
8181,LOCAL,OSHAWA,OSHAWA,BOND ST E,VICTORIA ST,MARY ST N,ART,B,,83.0389694041866
8182,LOCAL,OSHAWA,OSHAWA,THORNTON RD N,CONLIN RD W,BICKLE DR,600,B,,667.624292343751
8183,LOCAL,OSHAWA,OSHAWA,KING ST E,EASTLAWN ST,TOWNLINE RD,ART,B,,187.430550613104
8184,LOCAL,OSHAWA,OSHAWA,BRITANNIA AVE E,BRIDLE RD (ROUNDABOUT),SECRETO DR,ART,C,,265.694052033794
8185,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,DNIPRO BLVD,ORTONO AVE,ART,A,,441.312422019524
8186,LOCAL,OSHAWA,OSHAWA,KING ST E,CADILLAC AVE N,HIGHLAND AVE,ART,B,,95.9789756204534
8187,LOCAL,OSHAWA,OSHAWA,BRASSWINDS TRAIL,CASCADE DR/GREYSTONE CT,SONGBIRD DR,L/R,L,,77.120436028913
8188,LOCAL,OSHAWA,OSHAWA,NONQUON RD,MARY ST N,PENTLAND ST,L/R,L,,156.192271131729
8189,LOCAL,OSHAWA,OSHAWA,ALEXANDRA ST,280 m W OF GOLF ST,GOLF ST,L/R,L,,297.885497191172
8190,LOCAL,OSHAWA,OSHAWA,CONANT ST,RITSON RD S,SYLVIA ST,C/R,COL,,121.237082115149
8191,LOCAL,OSHAWA,OSHAWA,BANTING AVE,ALBERT ST,COURT ST,L/R,L,,149.753986504436
8192,LOCAL,OSHAWA,OSHAWA,WINONA AVE,BESSBOROUGH DR,SOMERVILLE ST,L/R,L,,97.9580373921413
8193,LOCAL,OSHAWA,OSHAWA,CONANT ST,SYLVIA ST,MYERS ST,C/R,COL,,101.672877319658
8194,LOCAL,OSHAWA,OSHAWA,NORTHERN DANCER DR,WINLORD PL,SECRETARIAT AVE/PILGRIM GATE,C/R,COL,,137.859772916641
8195,LOCAL,OSHAWA,OSHAWA,ASHGROVE CRES,TALL PINE AVE,BEATRICE ST E,L/R,L,,259.892345117882
8196,LOCAL,OSHAWA,OSHAWA,ROWE ST,GLIDDON AVE,ARTHUR ST,L/R,L,,154.741264875129
8197,LOCAL,OSHAWA,OSHAWA,RUSSETT AVE,SOMERVILLE ST,SIMCOE ST N,L/R,L,,409.716001054466
8198,LOCAL,OSHAWA,OSHAWA,RIDGEWAY AVE,TRENT CT,PARK RD N,L/R,L,,116.018772093989
8199,LOCAL,OSHAWA,OSHAWA,MASSON ST,LARACOR LANE,DARCY ST,L/R,L,,243.41654511018
8200,LOCAL,OSHAWA,OSHAWA,DRYDEN BLVD,WEST CITY LIMITS,DEER VALLEY DR,ART,C,,44.534931460453
8201,LOCAL,OSHAWA,OSHAWA,DRYDEN BLVD,DEER VALLEY DR,THORNTON RD N,ART,C,,380.949797698769
8202,LOCAL,OSHAWA,OSHAWA,DUNDEE AVE,WAVERLY ST N,INVERNESS DR,L/R,L,,86.8675512706871
8203,LOCAL,OSHAWA,OSHAWA,FERNHILL BLVD,BEURLING AVE,MARION AVE,L/R,L,,208.799095213726
8204,LOCAL,OSHAWA,OSHAWA,FERNWOOD AVE,OSHAWA BLVD N,HOLCAN AVE,L/R,L,,100.671924539674
8205,LOCAL,OSHAWA,OSHAWA,GLENRUSH ST,GLENCASTLE AVE,GLENALAN AVE,L/R,L,,141.40444613533
8206,LOCAL,OSHAWA,OSHAWA,GLENCASTLE AVE,GLENRUSH ST,GLENBRAE ST,L/R,L,,78.3792903916857
8207,LOCAL,OSHAWA,OSHAWA,GLENBRAE ST,GLENCASTLE AVE,GLENALAN AVE,L/R,L,,130.595328899835
8208,LOCAL,OSHAWA,OSHAWA,GLENCASTLE AVE,GLENBRAE ST,GLENGROVE ST,L/R,L,,75.9743144033552
8209,LOCAL,OSHAWA,OSHAWA,FERNHILL BLVD,WOODCREST AVE,RIDGEWAY AVE,L/R,L,,99.8680212671897
8210,LOCAL,OSHAWA,OSHAWA,FERNHILL BLVD,RIDGEWAY AVE,FAIRLEIGH AVE,L/R,L,,90.8916882480075
8211,LOCAL,OSHAWA,OSHAWA,MCLAUGHLIN BLVD,HORTOP ST,CARNEGIE AVE,L/R,L,,90.6931250957716
8212,LOCAL,OSHAWA,OSHAWA,ORMOND DR,FIELDGATE DR,WHITESTONE DR,C/R,COL,,104.144185007601
8213,LOCAL,OSHAWA,OSHAWA,RIDGEWAY AVE,ELIZABETH ST,STEVENSON RD N,L/R,L,,134.409824533594
8214,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,FORESTDALE CT,OAKHILL AVE/WINDRUSH DR,ART,C,,95.5327125047188
8215,LOCAL,OSHAWA,OSHAWA,BRIDLE RD,PIMLICO DR,GULFSTREAM AVE,ART,C,,245.594841995417
8216,LOCAL,OSHAWA,OSHAWA,ASHGROVE CRES,ASHGROVE CRES (ROUNDABOUT),MAGNOLIA AVE,L/R,L,,67.4408626977649
8217,LOCAL,OSHAWA,OSHAWA,RENAISSANCE DR,OHARA CT/NOEL CT,FLEMING CT,C/R,COL,,93.6127519276847
8218,REGIONAL,DURHAM,OSHAWA,STEVENSON RD S,CARTIER AVE,MONTCALM AVE,ART,B,,282.599584453369
8219,LOCAL,OSHAWA,OSHAWA,FERNHILL BLVD,ROSSLAND RD W,ROSS AVE,L/R,L,,240.019343679136
8220,LOCAL,OSHAWA,OSHAWA,REGENT DR,LAUREL CT/BRIAR CT,KEEWATIN ST N,C/R,COL,,83.1188187047858
8221,LOCAL,OSHAWA,OSHAWA,EAGLE RIDGE DR,GREENHILL AVE,QUAIL RUN DR,L/R,L,,86.8528011316847
8222,LOCAL,OSHAWA,OSHAWA,EAGLE RIDGE DR,QUAIL RUN DR,QUAIL RUN DR,L/R,L,,89.3441316172818
8223,LOCAL,OSHAWA,OSHAWA,MAYFAIR AVE,ASHLEY CT,TERRACE DR,L/R,L,,330.843859997406
8224,LOCAL,OSHAWA,OSHAWA,MASSON ST,CONNAUGHT ST,HILLCROFT ST,L/R,L,,214.108220156509
8225,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE W,GOLF ST,CENTRE ST N,ART,C,,79.0839806451501
8226,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE W,CENTRE ST N,PRINCE ST,ART,C,,90.3275777510092
8227,LOCAL,OSHAWA,OSHAWA,ROSEDALE AVE,JARVIS ST,DIVISION ST,L/R,L,,78.912900686613
8228,LOCAL,OSHAWA,OSHAWA,RENAISSANCE DR,STEVENSON RD S,OHARA CT/NOEL CT,C/R,COL,,99.201964607646
8229,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,ATHOL ST E,KING ST E,L/R,L,,118.915926657631
8230,LOCAL,OSHAWA,OSHAWA,ROWE ST,ATHOL ST E,KING ST E,L/R,L,,117.808396370458
8231,LOCAL,OSHAWA,OSHAWA,SIMCOE ST S,ERIE ST,CEDAR ST/KNIGHTS RD,L/R,L,,170.830384211012
8232,LOCAL,OSHAWA,OSHAWA,FISHER ST,ALBERT ST,258 m E OF SIMCOE ST S,L/R,L,,87.3071970235285
8233,LOCAL,OSHAWA,OSHAWA,SURREY DR,DIGBY AVE,ADELAIDE AVE E,L/R,L,,128.240389975388
8234,LOCAL,OSHAWA,OSHAWA,PATRICIA AVE,BOND ST E,COLBORNE ST E,L/R,L,,196.37484886222
8235,REGIONAL,DURHAM,OSHAWA,TAUNTON RD E,NAPLES ST,WILSON RD N,ART,A,,571.116956768408
8236,LOCAL,OSHAWA,OSHAWA,BESSBOROUGH DR,GLENWOOD AVE,WINONA AVE,L/R,L,,166.412164494414
8237,LOCAL,OSHAWA,OSHAWA,GRANGE CT,WEST LIMIT,HILLCROFT ST,L/R,L,,306.68415406813
8238,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD N,SHANKEL RD,ADELAIDE AVE E,ART,B,,475.365681359225
8239,LOCAL,OSHAWA,OSHAWA,PORTER ST,GLEN ST,RENFREW CT,L/R,L,,188.982182528439
8240,LOCAL,OSHAWA,OSHAWA,MCLAUGHLIN BLVD,CARNEGIE AVE,SIMCOE ST N,L/R,L,,91.5495736291505
8241,LOCAL,OSHAWA,OSHAWA,CONLIN RD E,KURELO DR,TOWNLINE RD N,600,B,,364.320796530516
8242,LOCAL,OSHAWA,OSHAWA,SOMERVILLE AVE,MCLAUGHLIN BLVD,ROSSLAND RD W,L/R,L,,217.800282494673
8243,LOCAL,OSHAWA,OSHAWA,HURON ST,BANTING AVE,STACEY AVE,L/R,L,,206.22568295609
8244,LOCAL,OSHAWA,OSHAWA,GREENHILL AVE,ORMOND DR,ROCKCREEK DR,C/R,COL,,82.7370625530204
8245,LOCAL,OSHAWA,OSHAWA,GREENHILL AVE,EAGLE RIDGE DR,ROCKAWAY ST,C/R,COL,,87.4924306316114
8246,LOCAL,OSHAWA,OSHAWA,NEARNA DR,PRESIDIAL AVE,ICE PALACE CRES,L/R,L,,161.067300927674
8247,LOCAL,OSHAWA,OSHAWA,STEEPLECHASE ST,BRITANNIA AVE E,ARTANIA ST,C/R,COL,,79.8226701929251
8248,LOCAL,OSHAWA,OSHAWA,ATTERSLEY DR,ROSSLAND RD E,DEAUVILLE CT,C/R,COL,,72.5831772062242
8249,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,HOLLAND ST,FAREWELL ST,ART,A,,214.064461153345
8250,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,WILSON RD S,HOLLAND ST,ART,A,,212.656894550478
8251,LOCAL,OSHAWA,OSHAWA,THORNCLIFFE ST,RIDGECREST AVE,KINGSMERE AVE,L/R,L,,113.96165795821
8252,LOCAL,OSHAWA,OSHAWA,LISGAR AVE,GATINEAU ST,THORNCLIFFE ST,L/R,L,,133.04509487108
8253,LOCAL,OSHAWA,OSHAWA,ICE PALACE CRES,PRESIDIAL AVE,NEARNA DR,L/R,L,,88.3876921948461
8254,LOCAL,OSHAWA,OSHAWA,STEEPLECHASE ST,BLACKWELL CRES,IRIBELLE AVE,C/R,COL,,63.4905108232176
8255,LOCAL,OSHAWA,OSHAWA,CONLIN RD E,GRANDVIEW ST N,KURELO DR,600,B,,461.922799727777
8256,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,ROYAL ST,OLIVE AVE,ART,B,,34.2031081346499
8257,LOCAL,OSHAWA,OSHAWA,WILLOWDALE AVE,KEEWATIN ST S,GRANDVIEW ST S,L/R,L,,214.293897299951
8258,LOCAL,OSHAWA,OSHAWA,KING ST E,ROCKCLIFFE ST,ATHABASCA ST,ART,B,,189.045408717435
8259,LOCAL,OSHAWA,OSHAWA,PINEWOOD ST,EDGEWOOD AVE,DOGWOOD AVE,L/R,L,,236.641192394385
8260,LOCAL,OSHAWA,OSHAWA,RICHMOND ST E,RITSON RD N,OSHAWA BLVD N,L/R,L,,173.773282806916
8261,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,AUGUSTA AVE/CT,CAROLYN AVE,C/R,COL,,315.351129649387
