OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
10813,LOCAL,OSHAWA,OSHAWA,LANCELOT CRES,CAMELOT DR,CAMELOT DR,L/R,L,,347.681052470886
10814,LOCAL,OSHAWA,OSHAWA,FLEMING CT,SOUTH LIMIT,RENAISSANCE DR,L/R,L,,111.647966545065
10815,LOCAL,OSHAWA,OSHAWA,RAVENCLIFFE CT,WEST LIMIT,ALDERGROVE DR,L/R,L,,205.659711610969
10816,LOCAL,OSHAWA,OSHAWA,NEVADA CT,SALERNO ST/HOMESTEAD DR,EAST LIMIT,L/R,L,,121.015305721925
10817,LOCAL,OSHAWA,OSHAWA,CHANDOS CT,OXFORD ST,EAST LIMIT,L/R,L,,104.525442672502
10818,LOCAL,OSHAWA,OSHAWA,NOEL CT,RENAISSANCE DR,NORTH LIMIT,L/R,L,,127.323716965208
10819,LOCAL,OSHAWA,OSHAWA,LAGUNA ST,ADELAIDE AVE E,SKYLARK AVE,L/R,L,,64.6581413389535
10820,LOCAL,OSHAWA,OSHAWA,ALDERSHOT DR,ANDOVER DR,DARTMOOR ST,L/R,L,,90.2727443201032
10821,LOCAL,OSHAWA,OSHAWA,CAMELOT CT,CHANCERY CT,HILLCROFT ST,L/R,L,,126.213753417882
10822,LOCAL,OSHAWA,OSHAWA,BIRCHVIEW DR,BIRCHVIEW DR,ORMOND DR,L/R,L,,81.0304407650257
10823,LOCAL,OSHAWA,OSHAWA,BEATTY AVE,HOWARD ST,DREW ST,L/R,L,,80.6735446476542
10824,LOCAL,OSHAWA,OSHAWA,ROCKAWAY ST,GREENHILL AVE,QUAIL RUN DR,L/R,L,,178.168332860322
10825,LOCAL,OSHAWA,OSHAWA,RED DEER AVE,ROCKAWAY ST,QUAIL RUN DR,L/R,L,,84.9409609721364
10826,LOCAL,OSHAWA,OSHAWA,QUAIL RUN DR,RED DEER AVE,GREENHILL AVE,L/R,L,,242.270722974668
10827,LOCAL,OSHAWA,OSHAWA,SYCAMORE CRES,SPIREA CT/SYCAMORE CRES,IRIS CT,L/R,L,,91.8301830297781
10828,LOCAL,OSHAWA,OSHAWA,CELINA ST,OLIVE AVE,MAPLE ST,L/R,L,,83.1997248576031
10829,LOCAL,OSHAWA,OSHAWA,LAW ST,GLENWOOD AVE,SWITZER DR,L/R,L,,257.975069894019
10830,LOCAL,OSHAWA,OSHAWA,LAW ST,JONES AVE,GLENWOOD AVE,L/R,L,,279.120848442563
10831,LOCAL,OSHAWA,OSHAWA,CARTIER AVE,WAVERLY ST S,CABOT ST,L/R,L,,152.132686485309
10832,LOCAL,OSHAWA,OSHAWA,WAVERLY ST S,HEALY CT,HARLOW AVE,C/R,COL,,97.4485129560873
10833,LOCAL,OSHAWA,OSHAWA,RIVERSIDE DR N,REGENT DR,FLORIAN CT,L/R,L,,112.326233424823
10834,LOCAL,OSHAWA,OSHAWA,ATHABASCA ST,LABRADOR DR,MACKENZIE AVE,C/R,COL,,81.8914928983847
10835,LOCAL,OSHAWA,OSHAWA,MADISON AVE,FERNHILL BLVD,GIBBONS ST,L/R,L,,204.051449032296
10836,LOCAL,OSHAWA,OSHAWA,CONNAUGHT ST,SIMCOE ST N,MASSON ST,L/R,L,,109.753174419952
10837,LOCAL,OSHAWA,OSHAWA,TAYLORWOOD CT,HERBERT AVE,NORTH LIMIT,L/R,L,,333.918552563483
10838,LOCAL,OSHAWA,OSHAWA,CALVERT CT,OXFORD ST,EAST LIMIT,L/R,L,,104.347712255092
10839,LOCAL,OSHAWA,OSHAWA,FORESTDALE CT,WEST LIMIT,GRANDVIEW ST N,L/R,L,,139.716228553816
10840,LOCAL,OSHAWA,OSHAWA,CARNATION CT,WEST LIMIT,FLORELL DR,L/R,L,,159.127286004556
10841,LOCAL,OSHAWA,OSHAWA,TARN CT,THORNTON RD N,PRESTON DR,L/R,L,,67.0672588229921
10842,LOCAL,OSHAWA,OSHAWA,DERRY CT,WEST LIMIT,TIPPERARY ST/SHAMROCK CT,L/R,L,,127.71362575516
10843,LOCAL,OSHAWA,OSHAWA,PERCIVAL CT,CAMELOT DR,EAST LIMIT,L/R,L,,132.131197246459
10844,LOCAL,OSHAWA,OSHAWA,BIRCHVIEW DR,BIRCHVIEW DR,BIRCHVIEW DR,L/R,L,,340.959066801705
10845,LOCAL,OSHAWA,OSHAWA,CAMELOT CT,SOUTH LIMIT,CHANCERY CT,L/R,L,,148.47631961754
10846,LOCAL,OSHAWA,OSHAWA,TRALEE CT,LIMERICK ST,EAST LIMIT,L/R,L,,118.942957829295
10847,LOCAL,OSHAWA,OSHAWA,ASPEN CT,ADELAIDE AVE E,NORTH LIMIT,L/R,L,,124.154651672907
10848,LOCAL,OSHAWA,OSHAWA,MEADOWVALE ST,SOUTHLAWN AVE,SOUTHLAWN AVE,L/R,L,,132.44043484606
10849,LOCAL,OSHAWA,OSHAWA,FAIRLAWN ST,107 m S OF RIDGEWAY AVE,RIDGEWAY AVE,L/R,L,,113.480399738455
10850,LOCAL,OSHAWA,OSHAWA,CHILLIWACK ST,RED DEER AVE,GREENHILL AVE,L/R,L,,225.610554545067
10851,LOCAL,OSHAWA,OSHAWA,GLAMIS CT,PRESTWICK DR,NORTH LIMIT,L/R,L,,102.936268273688
10852,LOCAL,OSHAWA,OSHAWA,GEORGIAN CT,FUNDY ST,EAST LIMIT,L/R,L,,135.556338705737
10853,LOCAL,OSHAWA,OSHAWA,VERBENA CT,JUNIPER ST,EAST LIMIT,L/R,L,,155.566580624644
10854,LOCAL,OSHAWA,OSHAWA,TAMPA CRES,SARASOTA ST,SARASOTA ST,L/R,L,,314.881053072258
10855,LOCAL,OSHAWA,OSHAWA,JONES AVE,HORTOP ST,CARNEGIE AVE,L/R,L,,85.0390828201361
10856,LOCAL,OSHAWA,OSHAWA,ORMOND DR,GREENHILL AVE,BIRCHVIEW DR,C/R,COL,,293.521455210118
10857,LOCAL,OSHAWA,OSHAWA,BESSBOROUGH DR,JONES AVE,BESSBOROUGH DR,L/R,L,,127.393682424558
10858,LOCAL,OSHAWA,OSHAWA,WAVERLY ST S,CARTIER AVE,HEALY CT,C/R,COL,,94.4187695690348
10859,LOCAL,OSHAWA,OSHAWA,DUMONT ST,MIDDLEBURY AVE,PARK RIDGE DR,L/R,L,,168.432265051249
10860,LOCAL,OSHAWA,OSHAWA,PARK RIDGE DR,BRIDGEPORT ST,LYNCROFT CRES,L/R,L,,71.0124811885266
10861,LOCAL,OSHAWA,OSHAWA,DARCY ST,OSHAWA BLVD N,JUNIPER ST,C/R,COL,,125.643369374245
10862,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,ROSSLAND RD E,JASMINE CRES,L/R,L,,108.354058547347
10863,LOCAL,OSHAWA,OSHAWA,DEER VALLEY DR,SQUAW VALLEY CT,SNOWBIRD ST,L/R,L,,180.163514636546
10864,LOCAL,OSHAWA,OSHAWA,ASHCROFT CT,OAKHILL AVE,EAST LIMIT,L/R,L,,256.838663577255
10865,LOCAL,OSHAWA,OSHAWA,SOMERVILLE ST,TAUNTON RD W,SENECA AVE,L/R,L,,93.9767911498944
10866,LOCAL,OSHAWA,OSHAWA,IRIS CT,SYCAMORE CRES,NORTH LIMIT,L/R,L,,130.364541610411
10867,LOCAL,OSHAWA,OSHAWA,ORMOND DR,MARY ST N,ORLANDO CT,C/R,COL,,79.4726482140694
10868,LOCAL,OSHAWA,OSHAWA,CHEVROLET ST,SUNSET DR,SHERWOOD AVE,L/R,L,,129.274826831216
10869,LOCAL,OSHAWA,OSHAWA,SHERWOOD CT,WYLDEWOOD DR,MOHAWK ST,L/R,L,,82.2844043050813
10870,LOCAL,OSHAWA,OSHAWA,SHERWOOD AVE,MOHAWK ST,CHEVROLET ST,L/R,L,,104.343766283819
10871,LOCAL,OSHAWA,OSHAWA,CHURCHILL AVE,SOMERVILLE ST,HORTOP ST,L/R,L,,193.786474777383
10872,LOCAL,OSHAWA,OSHAWA,STEEPLEVIEW CT,SIMCOE ST N,NORTH LIMIT,L/R,L,,607.874016618456
10873,LOCAL,OSHAWA,OSHAWA,FOXRUN CT,CRICKLEWOOD DR,NORTH LIMIT,L/R,L,,174.512248035561
10874,LOCAL,OSHAWA,OSHAWA,BRANT CT,CAYUGA AVE,EAST LIMIT,L/R,L,,274.961254940047
10875,LOCAL,OSHAWA,OSHAWA,PALMETTO DR,ORMOND DR,EVERGLADES DR,L/R,L,,139.238716347546
10876,LOCAL,OSHAWA,OSHAWA,GRASSMERE AVE,119 m W OF RAVINE RD,RAVINE RD,L/R,L,,118.256200000147
10877,LOCAL,OSHAWA,OSHAWA,BERMUDA CT,BERMUDA AVE,EAST LIMIT,L/R,L,,170.292777574901
10878,LOCAL,OSHAWA,OSHAWA,SOUTHLAWN AVE,MEADOWVALE ST,MEADOWVALE ST,L/R,L,,80.4237147140739
10879,LOCAL,OSHAWA,OSHAWA,GARDENIA CT,OSHAWA BLVD N,NORTH LIMIT,L/R,L,,223.63656908967
10880,LOCAL,OSHAWA,OSHAWA,SOUTHLAWN AVE,RITSON RD S,MEADOWVALE ST,L/R,L,,98.9465487959957
10881,LOCAL,OSHAWA,OSHAWA,WELLINGTON AVE E,NELSON ST,90 m E OF NELSON ST,LCI,L,,97.3805174435474
10882,LOCAL,OSHAWA,OSHAWA,CLOVERDALE ST,WELLINGTON AVE W,GRASSMERE AVE,L/R,L,,125.168345783491
10883,LOCAL,OSHAWA,OSHAWA,BEATRICE ST W,WEST LIMIT,MOHAWK ST,ART,C,,204.870748817746
10884,LOCAL,OSHAWA,OSHAWA,MOHAWK ST,PONTIAC AVE,BEATRICE ST W,L/R,L,,115.538502110154
10885,LOCAL,OSHAWA,OSHAWA,CHEVROLET ST,BEDFORD AVE,SUNSET DR,L/R,L,,125.079697422758
10886,LOCAL,OSHAWA,OSHAWA,HALL ST,104 m W OF CENTRE ST,CENTRE ST S,L/R,L,,112.854840160274
10887,LOCAL,OSHAWA,OSHAWA,HALL ST,CENTRE ST S,SIMCOE ST S,L/R,L,,167.803805935152
10888,LOCAL,OSHAWA,OSHAWA,ELDERBERRY DR,ATTERSLEY DR,PEPPERBUSH CT,C/R,COL,,101.955936844068
10889,LOCAL,OSHAWA,OSHAWA,LABRADOR DR,BELVEDERE AVE,WINDERMERE AVE,L/R,L,,192.938116877002
10890,LOCAL,OSHAWA,OSHAWA,ARDEN DR,ASCOT AVE,ACADIA DR,L/R,L,,235.468996880914
10891,LOCAL,OSHAWA,OSHAWA,SELLECK LANE,SIMCOE ST N,183 m E OF SIMCOE ST,L/R,L,,182.682707031943
10892,LOCAL,OSHAWA,OSHAWA,GLOVERS RD,SIMCOE ST N,NORWILL CRES,C/R,COL,,99.9392046515831
10893,LOCAL,OSHAWA,OSHAWA,BYNG AVE,SOMERVILLE ST,HORTOP ST,L/R,L,,242.739435337357
10894,LOCAL,OSHAWA,OSHAWA,BEATRICE ST W,HORTOP ST,SIMCOE ST N,ART,C,,168.643131728103
10895,LOCAL,OSHAWA,OSHAWA,BYNG AVE,HORTOP ST,SIMCOE ST N,L/R,L,,166.96972761704
10896,LOCAL,OSHAWA,OSHAWA,NORTHBROOK ST,NORTHLAWN AVE,NORTHGATE CRES,L/R,L,,80.9945980898202
10897,LOCAL,OSHAWA,OSHAWA,NORTHLAWN AVE,NORTHBROOK ST,MOHAWK ST,L/R,L,,202.855490272099
10898,LOCAL,OSHAWA,OSHAWA,DALHOUSIE CRES,NIAGARA DR,CONCORDIA CT,L/R,L,,526.561612840809
10899,LOCAL,OSHAWA,OSHAWA,DARCY ST,GRIERSON ST,OSHAWA BLVD N,C/R,COL,,197.154719823167
10900,LOCAL,OSHAWA,OSHAWA,LAVAL DR,STEVENSON RD S,DORCHESTER DR,C/R,COL,,95.6120871964638
10901,REGIONAL,DURHAM,OSHAWA,WENTWORTH ST W,GLEN ST,CEDAR ST,ART,C,,245.6423903378
10902,LOCAL,OSHAWA,OSHAWA,WOOD ST,LESLIE ST,40 m E OF LESLIE ST,L/R,L,,37.7150534389708
10903,LOCAL,OSHAWA,OSHAWA,DREW ST,MITCHELL AVE,OLIVE AVE,L/R,L,,74.1642103806637
10904,LOCAL,OSHAWA,OSHAWA,ETNA AVE,HOWARD ST,DREW ST,L/R,L,,82.0018422665771
10905,LOCAL,OSHAWA,OSHAWA,DREW ST,ETNA AVE,FIRST AVE/MCNAUGHTON AVE,C/R,COL,,94.2480472287951
10906,LOCAL,OSHAWA,OSHAWA,ETNA AVE,DREW ST,RITSON RD S,L/R,L,,220.823928383976
10907,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST S,SPRINGDALE CRES,QUEENSDALE AVE,C/R,COL,,33.0311845685095
10908,LOCAL,OSHAWA,OSHAWA,BREST CT,SEDAN CRES,EAST LIMIT,L/R,L,,115.244454537081
10909,LOCAL,OSHAWA,OSHAWA,CENTRAL PARK BLVD N,ELGIN ST E,WESTMINSTER AVE,C/R,COL,,91.7543840149851
10910,LOCAL,OSHAWA,OSHAWA,CENTRAL PARK BLVD N,WESTMINSTER AVE,DELROY CT,C/R,COL,,31.2392705232831
10911,LOCAL,OSHAWA,OSHAWA,LAKEVIEW AVE,LAKEMOUNT ST,OXFORD ST,L/R,L,,90.103984205391
10912,LOCAL,OSHAWA,OSHAWA,WHITESTONE CT,COLDSTREAM DR,EAST LIMIT,L/R,L,,263.348483147526
10913,LOCAL,OSHAWA,OSHAWA,FOX ST,LAVAL DR,NORTH LIMIT,LCI,L,,323.279385005404
10914,LOCAL,OSHAWA,OSHAWA,WAVERLY ST N,AMBER AVE,GOODMAN DR,L/R,L,,74.3914957006087
10915,LOCAL,OSHAWA,OSHAWA,OXFORD ST,73m S OF COLLEGE AVE,COLLEGE AVE,L/R,L,,72.9464662807824
10916,LOCAL,OSHAWA,OSHAWA,FLEETWOOD DR,LEMANS AVE,CORSICA AVE,C/R,COL,,175.518545912931
10917,LOCAL,OSHAWA,OSHAWA,FLEETWOOD DR,SAFARI DR,LANGFORD ST,C/R,COL,,163.175414242551
10918,LOCAL,OSHAWA,OSHAWA,ARNHEM DR,CENTRAL PARK BLVD N,MARKEN CT,L/R,L,,532.938327436322
10919,LOCAL,OSHAWA,OSHAWA,NIAGARA DR,SIMCOE ST N,CANADORE CRES,C/R,COL,,245.604358606774
10920,LOCAL,OSHAWA,OSHAWA,SOUTHGATE DR,SOUTHPORT DR,SOUTHDALE AVE,L/R,L,,345.32160765999
10921,LOCAL,OSHAWA,OSHAWA,AMBER AVE,WAVERLY ST N,GOODMAN DR,L/R,L,,144.491365651894
10922,REGIONAL,DURHAM,OSHAWA,WENTWORTH ST E,WILSON RD S,COLONEL SAM DR/FAREWELL ST,ART,C,,429.021473532274
10923,LOCAL,OSHAWA,OSHAWA,WAVERLY ST N,GOODMAN DR,ADELAIDE AVE W,L/R,L,,96.2279211104502
10924,REGIONAL,DURHAM,OSHAWA,THORNTON RD S,GIBB ST,DONEGAL AVE,ART,C,,183.870318040879
10925,LOCAL,OSHAWA,OSHAWA,DORCHESTER DR,LAVAL DR,SALISBURY ST,L/R,L,,374.257990564741
10926,REGIONAL,DURHAM,OSHAWA,RITSON RD N,BRITANNIA AVE E,GIVEN RD,ART,B,,1536.18511829892
10927,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,MADISON AVE,ADELAIDE AVE W,ART,B,,97.8806665159221
10928,LOCAL,OSHAWA,OSHAWA,DOWN CRES,TOWNLINE RD S,DELMARK CT,L/R,L,,220.324095643847
10929,LOCAL,OSHAWA,OSHAWA,ALDERGROVE DR,RAVENCLIFFE CT,DUNCAN AVE,L/R,L,,94.4727381448177
10930,LOCAL,OSHAWA,OSHAWA,HOSKIN AVE,GUELPH ST,FAREWELL ST,L/R,L,,103.166645131419
10931,LOCAL,OSHAWA,OSHAWA,HIGHLAND AVE,GLIDDON AVE,ATHOL ST E,L/R,L,,229.326703336753
10932,LOCAL,OSHAWA,OSHAWA,ATHOL ST E,CADILLAC AVE S,HIGHLAND AVE,L/R,L,,94.6295520722402
10933,LOCAL,OSHAWA,OSHAWA,COPPERFIELD DR,COYSTON DR,DICKENS DR,C/R,COL,,303.259293081358
10934,LOCAL,OSHAWA,OSHAWA,FENELON CRES,PARK RD S,PARK RD S,L/R,L,,831.189386754459
10935,LOCAL,OSHAWA,OSHAWA,FLORIAN CT,WEST LIMIT,RIVERSIDE DR N,L/R,L,,122.806361205789
10936,LOCAL,OSHAWA,OSHAWA,SAFARI DR,LEMANS AVE,FLEETWOOD DR,L/R,L,,381.440112941067
10937,LOCAL,OSHAWA,OSHAWA,COLLEGE AVE,BURTON RD,OXFORD ST,L/R,L,,91.8254737739954
10938,LOCAL,OSHAWA,OSHAWA,GROVE AVE,JARVIS ST,DIVISION ST,L/R,L,,73.5695540939683
10939,LOCAL,OSHAWA,OSHAWA,ELGIN ST E,MARY ST N,DIVISION ST,L/R,L,,298.337929363011
10940,LOCAL,OSHAWA,OSHAWA,PRINCE ST,ELGIN ST W,ADELAIDE AVE W,L/R,L,,98.7918295913438
10941,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,HOLCAN AVE,CENTRAL PARK BLVD N,C/R,COL,,77.8230630688873
10942,LOCAL,OSHAWA,OSHAWA,BEATRICE ST E,TROWBRIDGE DR,WILSON RD N,ART,C,,240.697312543319
10943,REGIONAL,DURHAM,OSHAWA,WILSON RD N,OLD BRAMPTON CT,BEATRICE ST E,ART,C,,184.520628751075
10944,LOCAL,OSHAWA,OSHAWA,OLD BRAMPTON CT,CHELSEA CT,WILSON RD N,L/R,L,,68.5929846002612
10945,REGIONAL,DURHAM,OSHAWA,WILSON RD N,TIFFANY CIRCLE,OLD BRAMPTON CT,ART,C,,213.742549129455
10946,LOCAL,OSHAWA,OSHAWA,LAVAL DR,SALISBURY ST,BRISTOL CRES,C/R,COL,,76.0248626315472
10947,LOCAL,OSHAWA,OSHAWA,ALDERSHOT DR,MARGATE DR,WADEBRIDGE CRES,L/R,L,,86.2910534641678
10948,LOCAL,OSHAWA,OSHAWA,WILSON RD N,WINCHESTER RD E,COLUMBUS RD E,300,L,,1826.87029503528
10949,LOCAL,OSHAWA,OSHAWA,EAGLE RIDGE DR,RED DEER AVE,EAGLE RIDGE DR,L/R,L,,128.478870114846
10950,LOCAL,OSHAWA,OSHAWA,PEARSON ST,139 m W OF RITSON RD,RITSON RD N,L/R,L,,130.630769505712
10951,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,LAVENDER CT/LOBELIA CT,RITSON RD N,L/R,L,,140.174292839682
10952,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,MARICA AVE,LAVENDER CT/LOBELIA CT,L/R,L,,168.098508482005
10953,LOCAL,OSHAWA,OSHAWA,LAGUNA ST,SKYLARK AVE,CORSICA AVE,L/R,L,,133.13268024383
10954,LOCAL,OSHAWA,OSHAWA,FIRST AVE,ALBERT ST,FRONT ST,C/R,COL,,89.1816272427795
10955,LOCAL,OSHAWA,OSHAWA,KINGSDALE AVE,ROSEDALE AVE,KINGSDALE DR,L/R,L,,145.600653610553
10956,LOCAL,OSHAWA,OSHAWA,ANNAPOLIS AVE,INVERNESS DR,TWEEDSMUIR ST,C/R,COL,,92.0578141842552
10957,LOCAL,OSHAWA,OSHAWA,MIDDLEBURY AVE,BRIDGEPORT ST,HEARTLAND BLVD,L/R,L,,203.79581347049
10958,LOCAL,OSHAWA,OSHAWA,JUNIPER ST,VERBENA CT,MARIGOLD AVE,L/R,L,,99.8213391519592
10959,REGIONAL,DURHAM,OSHAWA,RITSON RD S,EULALIE AVE,GLIDDON AVE,ART,B,,207.144247858225
10960,LOCAL,OSHAWA,OSHAWA,GASPE AVE,PARK RD S,LAKEFIELD ST,L/R,L,,86.9545059030832
10961,LOCAL,OSHAWA,OSHAWA,LICHEN CRES,SAGEBRUSH ST,ADELE CRES,L/R,L,,107.495808237099
10962,LOCAL,OSHAWA,OSHAWA,SINCLAIR AVE,WEST LIMIT,CUBERT ST,L/R,L,,219.185752144589
10963,LOCAL,OSHAWA,OSHAWA,BARKLEY CRES,VANCOUVER ST,SATURNA AVE,L/R,L,,165.353071603098
10964,LOCAL,OSHAWA,OSHAWA,ATHOL ST E,DREW ST,RITSON RD S,L/R,L,,215.45466837866
10965,LOCAL,OSHAWA,OSHAWA,ATHOL ST E,OSHAWA BLVD S,CHADBURN ST,L/R,L,,206.375174528953
10966,LOCAL,OSHAWA,OSHAWA,BEATRICE ST E,CENTRAL PARK BLVD N,TROWBRIDGE DR,ART,C,,204.654412679597
10967,LOCAL,OSHAWA,OSHAWA,SYCAMORE CRES,IRIS CT,TRILLIUM CT/SYCAMORE CRES,L/R,L,,99.1453688736818
10968,LOCAL,OSHAWA,OSHAWA,SYCAMORE CRES,TRILLIUM CT/SYCAMORE CRES,BEATRICE ST E,L/R,L,,91.2736485414435
10969,LOCAL,OSHAWA,OSHAWA,ARBORWOOD DR,BADGLEY DR,FINKLE DR,L/R,L,,77.7785062340285
10970,LOCAL,OSHAWA,OSHAWA,ARBORWOOD DR,FINKLE DR,SALMERS DR,L/R,L,,284.321127190976
10971,LOCAL,OSHAWA,OSHAWA,CONANT ST,GORDON ST,GIFFORD ST,C/R,COL,,48.6170831005197
10972,LOCAL,OSHAWA,OSHAWA,ARLINGTON AVE,186 m W OF MIDLAND,MIDLAND AVE,L/R,L,,218.561349645014
10973,LOCAL,OSHAWA,OSHAWA,COLBORNE ST E,PATRICIA AVE,CENTRAL PARK BLVD N,L/R,L,,84.2545244748335
10974,LOCAL,OSHAWA,OSHAWA,GOLF ST,FREDERICK ST,ALMA ST,L/R,L,,151.594720968597
10975,LOCAL,OSHAWA,OSHAWA,GOLF ST,ADELAIDE AVE W,FREDERICK ST,L/R,L,,73.9870221734598
10976,LOCAL,OSHAWA,OSHAWA,ELGIN ST W,FRANCES ST,CENTRE ST N,L/R,L,,153.869243993044
10977,LOCAL,OSHAWA,OSHAWA,ELGIN ST W,KAISER CRES,FRANCES ST,L/R,L,,79.7391987768308
10978,LOCAL,OSHAWA,OSHAWA,WILLIAM ST W,PRINCE ST,SIMCOE ST N,L/R,L,,96.4718577914006
10979,LOCAL,OSHAWA,OSHAWA,CENTRE ST N,ELGIN ST W,ADELAIDE AVE W,L/R,L,,98.8330584115803
10980,LOCAL,OSHAWA,OSHAWA,PRINCE ST,BROCK ST W,ELGIN ST W,L/R,L,,95.8390496365322
10981,LOCAL,OSHAWA,OSHAWA,BENNETT CRES,BENNETT CT,ATTERSLEY DR,L/R,L,,81.6618090471822
10982,LOCAL,OSHAWA,OSHAWA,ATTERSLEY DR,HAYES AVE,BENNETT CRES,C/R,COL,,142.879192911549
10983,LOCAL,OSHAWA,OSHAWA,GENTRY CRES,GALAHAD DR,GAYLORD DR,L/R,L,,584.069848051771
10984,LOCAL,OSHAWA,OSHAWA,GENTRY CRES,GAYLORD DR,GALAHAD DR,L/R,L,,137.231859197539
10985,LOCAL,OSHAWA,OSHAWA,COPPERFIELD DR,DICKENS DR,MICAWBER ST,C/R,COL,,168.005517292552
10986,LOCAL,OSHAWA,OSHAWA,OAKHILL AVE,GRANDVIEW ST N,ASHCROFT CT,L/R,L,,95.6114453074794
10987,LOCAL,OSHAWA,OSHAWA,CUBERT ST,HIBBERT AVE,SINCLAIR AVE,L/R,L,,83.287974177162
10988,LOCAL,OSHAWA,OSHAWA,ONTARIO ST,BOND ST E,RICHMOND ST E,L/R,L,,99.8066992267144
10989,LOCAL,OSHAWA,OSHAWA,EASTGROVE AVE,EASTDALE ST,RIVERSIDE DR N,L/R,L,,81.6059649025052
10990,LOCAL,OSHAWA,OSHAWA,EASTBOURNE AVE,EASTHAVEN ST,EASTMOUNT ST,L/R,L,,88.0741463311743
10991,LOCAL,OSHAWA,OSHAWA,HIGHLAND AVE,OLIVE AVE,VIMY AVE,L/R,L,,236.536783470876
10992,LOCAL,OSHAWA,OSHAWA,HIGHLAND AVE,VIMY AVE,EULALIE AVE,L/R,L,,261.537324052656
10993,LOCAL,OSHAWA,OSHAWA,LANGFORD ST,LANGFORD ST,COTSWOLD CT,L/R,L,,74.3384138590509
10994,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,MONTRAVE AVE,PARK RD S,C/R,COL,,31.3815506944787
10995,LOCAL,OSHAWA,OSHAWA,EASTBOURNE AVE,EASTMOUNT ST,HARMONY RD N,L/R,L,,90.7504453513029
10996,LOCAL,OSHAWA,OSHAWA,EASTHAVEN ST,REGENT DR,EASTGROVE AVE,L/R,L,,134.273314659932
10997,LOCAL,OSHAWA,OSHAWA,REGENT DR,EASTHAVEN ST,EASTMOUNT ST,C/R,COL,,87.4426758610572
10998,LOCAL,OSHAWA,OSHAWA,GATINEAU ST,RIDGECREST AVE,WINDERMERE AVE,L/R,L,,90.5378030081272
10999,LOCAL,OSHAWA,OSHAWA,SKYLARK AVE,CENTURY ST,LAGUNA ST,L/R,L,,102.708942016232
11000,LOCAL,OSHAWA,OSHAWA,FAREWELL ST,TAYLOR AVE,HOSKIN AVE,C/R,COL,,281.538667736488
11001,LOCAL,OSHAWA,OSHAWA,LANSDOWNE DR,SUSSEX ST,SUSSEX ST,L/R,L,,257.676787634628
11002,LOCAL,OSHAWA,OSHAWA,IROQUOIS AVE,BRANT ST,SARCEE ST,L/R,L,,114.982013052713
11003,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,LASALLE AVE,CADILLAC AVE S,ART,C,,95.1267582747706
11004,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,VERDUN RD,CENTRAL PARK BLVD S,ART,C,,192.524383214118
11005,LOCAL,OSHAWA,OSHAWA,PERRY CRES,CABOT ST,CABOT ST,L/R,L,,319.01091167858
11006,LOCAL,OSHAWA,OSHAWA,MARQUETTE AVE,GRENFELL ST (E/SIDE OF BRIDGE),NASSAU ST,L/R,L,,218.700855870741
11007,LOCAL,OSHAWA,OSHAWA,COLUMBUS RD E,BROOKFIELD CT,GRASS GROVE LANE,400,B,,507.716324841148
11008,LOCAL,OSHAWA,OSHAWA,DEER VALLEY DR,SNOWBIRD ST,KILLINGTON ST,L/R,L,,48.9287216281491
11009,LOCAL,OSHAWA,OSHAWA,CONANT ST,MARGARET ST,GORDON ST,C/R,COL,,62.2006731983574
11010,LOCAL,OSHAWA,OSHAWA,SANDCLIFF DR,LINDSAY BLVD,RIDGE VALLEY DR,L/R,L,,476.00867604003
11011,LOCAL,OSHAWA,OSHAWA,PRESTWICK DR,APPLE VALLEY LANE/PRESTWICK CT,SHETLAND CT,L/R,L,,97.5255170743034
11012,LOCAL,OSHAWA,OSHAWA,APPLE VALLEY LANE,THORNTON RD N,PRESTWICK DR/PRESTWICK CT,L/R,L,,129.65112126231
11013,LOCAL,OSHAWA,OSHAWA,CELINA ST,MAPLE ST,ELM ST,L/R,L,,141.442103471988
11014,LOCAL,OSHAWA,OSHAWA,BRUCE ST,CELINA ST,ALBERT ST,L/R,L,,75.8529269741372
11015,LOCAL,OSHAWA,OSHAWA,CONANT ST,GIFFORD ST,ROWENA ST,C/R,COL,,106.324823968849
11016,LOCAL,OSHAWA,OSHAWA,ANNIS ST,GIFFORD ST,ROWENA ST,L/R,L,,106.559765570246
11017,LOCAL,OSHAWA,OSHAWA,LAKEVIEW PARK AVE,KLUANE AVE,SIMCOE ST S,L/R,L,,554.108798857999
11018,LOCAL,OSHAWA,OSHAWA,BEURLING AVE,FINUCANE ST,FERNHILL BLVD,L/R,L,,101.095183645522
11019,LOCAL,OSHAWA,OSHAWA,BIRCHCLIFFE AVE,KLUANE AVE/MUSKOKA AVE,192 m N OF KLUANE/MUSKOKA,L/R,L,,167.359600617087
